Symbol,Company,Sector,Industry,Exchange,Currency,Year_End,IPO,YearsActive,Price,Shares,ImpliedShares,MarketCap,P/S_TTM,P/S_2024,P/E_TTM,P/E_2024,TTM_Revenue,TTM_NetIncome,Q_Rev%,2025_Revenue,2025_NetIncome,2025_EBITDA,2024_Revenue,2024_NetIncome,2024_EBITDA,2023_Revenue,2023_NetIncome,2023_EBITDA,2022_Revenue,2022_NetIncome,2022_EBITDA,2021_Revenue,2021_NetIncome,2021_EBITDA,2020_Revenue,2020_NetIncome,2020_EBITDA,3yrRev,2025_Rev%,2025_NetMargin,2024_Rev%,2024_NetMargin,2023_Rev%,2023_NetMargin,2022_Rev%,2022_NetMargin,2021_Rev%,2021_NetMargin,2020_Rev%,2020_NetMargin,2025_EBITDA%,2024_EBITDA%,2023_EBITDA%,2022_EBITDA%,2025_FCF,2025_FCF%,2024_FCF,2024_FCF%,2023_FCF,2023_FCF%,2022_FCF,2022_FCF%,2025_Interest_Expense,2025_Interest_Income,2025_NetInterest,2025_Interest/Rev,2024_Interest_Expense,2024_Interest_Income,2024_NetInterest,2024_Interest/Rev,2023_Interest_Expense,2023_Interest_Income,2023_NetInterest,2023_Interest/Rev,2022_Interest_Expense,2022_Interest_Income,2022_NetInterest,2022_Interest/Rev,2025_SG&A,2025_SG&A%,2024_SG&A,2024_SG&A%,2023_SG&A,2023_SG&A%,2022_SG&A,2022_SG&A%,2025_Assets,2025_Cash,2025_CurrentAssets,2025_Debt,2025_NetDebt,2025_Liabilities,2025_ND/A,2025_ND/Rev,2025_Cash/Rev,2025_Cash/Assets,2025_Debt/Assets,2025_Assets/Equity,2025_Liabilities/Equity,2025_Debt%,2024_Assets,2024_Cash,2024_CurrentAssets,2024_Debt,2024_NetDebt,2024_Liabilities,2024_ND/A,2024_ND/Rev,2024_Cash/Rev,2024_Cash/Assets,2024_Debt/Assets,2024_Assets/Equity,2024_Liabilities/Equity,2024_Debt%,2023_Assets,2023_Cash,2023_CurrentAssets,2023_Debt,2023_NetDebt,2023_Liabilities,2023_ND/A,2023_ND/Rev,2023_Cash/Rev,2023_Cash/Assets,2023_Debt/Assets,2023_Assets/Equity,2023_Liabilities/Equity,2023_Debt%,2022_Assets,2022_Cash,2022_CurrentAssets,2022_Debt,2022_NetDebt,2022_Liabilities,2022_ND/A,2022_ND/Rev,2022_Cash/Rev,2022_Cash/Assets,2022_Debt/Assets,2022_Assets/Equity,2022_Liabilities/Equity,2022_Debt%
GETY,"Getty Images Holdings, Inc.",Communications,Internet Content,NYSE,USD,12/31/24,9/21/20,5.7,1.07,413416992,413416986,442,0.4506,0.4707,-2.1456,11.05,981,-206,14.14,981,-206,59,939,40,280,916,19,178,926,-77,176,918,117,,,-37,,0.76,4.47,-21.0,2.51,4.26,-1.08,2.07,0.87,-8.32,,12.75,,,6.01,29.82,19.43,19.01,6,0.61,61,6.5,76,8.3,104,11.23,156,,156,15.9,131,,131,13.95,126,,126,13.76,117,,117,12.63,416,42.41,407,43.34,402,43.89,375,40.5,3240,90,,1998,,2640,,,0.0917,0.0278,0.6167,5.4,4.4,61.67,2564,121,359,1355,1234,1845,0.4813,1.3142,0.1289,0.0472,0.5285,3.5661,2.5661,52.85,2602,137,365,1448,1312,1920,0.5042,1.4323,0.1496,0.0527,0.5565,3.8152,2.8152,55.65,2468,98,270,1485,1387,1875,0.562,1.4978,0.1058,0.0397,0.6017,4.1619,3.1619,60.17
GEV,GE Vernova Inc.,Utilities,Utilities - Renewable,NYSE,USD,12/31/24,4/1/24,2.1,1038.74,272935008,272935005,283509,7.2004,8.1153,30.241,182.6733,39374,9375,16.26,38068,4884,2242,34935,1552,1643,33239,-438,932,29654,-2736,-526,33006,-633,,,0,,1.91,8.97,12.83,5.1,4.44,12.09,-1.32,-10.16,-9.23,,-1.92,,,5.89,4.7,2.8,-1.77,3710,9.75,1700,4.87,442,1.33,-627,-2.11,,455,,,,186,,,98,63,35,0.11,151,42,109,0.37,4949,13.0,4632,13.26,4845,14.58,5360,18.08,63016,8848,,1172,,50720,,,0.2324,0.1404,0.0186,5.1249,4.1249,1.86,51485,8205,34153,1043,-7162,40892,-0.1391,-0.205,0.2349,0.1594,0.0203,4.8603,3.8603,2.03,46121,1551,27428,1157,-394,37741,-0.0085,-0.0119,0.0467,0.0336,0.0251,5.5037,4.5037,2.51,44471,2067,25901,1144,-923,32864,-0.0208,-0.0311,0.0697,0.0465,0.0257,3.8314,2.8314,2.57
GEVO,"Gevo, Inc.",Materials,Specialty Chemicals,NASDAQ,USD,12/31/24,2/9/11,15.3,1.77,242820602,239609992,430,2.6875,26.875,-13.0303,-5.5128,160,-33,695.61,161,-34,12,16,-78,-56,17,-66,-45,1,-98,-89,1,-59,,6,-40,,151.98,906.25,-21.12,-5.88,-487.5,1600.0,-388.24,0.0,-9800.0,-83.33,-5900.0,,-666.67,7.45,-350.0,-264.71,-8900.0,-44,-27.33,-108,-675.0,-108,-635.29,-128,-12800.0,18,5,12,7.45,3,15,-11,-68.75,2,19,-16,-94.12,1,3,-2,-200.0,51,31.68,45,281.25,42,247.06,39,3900.0,719,81,,168,,248,,,0.5031,0.1127,0.2337,1.5265,0.5265,23.37,584,189,204,71,-119,95,-0.2038,-7.4375,11.8125,0.3236,0.1216,1.1943,0.1943,12.16,650,298,386,70,-228,93,-0.3508,-13.4118,17.5294,0.4585,0.1077,1.167,0.167,10.77,701,237,415,70,-167,95,-0.2382,-167.0,237.0,0.3381,0.0999,1.1568,0.1568,9.99
GFF,Griffon Corporation,Industrials,Conglomerates,NYSE,USD,9/30/24,5/3/73,53.1,84.88,47530100,47530101,4034,1.5907,1.5373,91.6818,19.2095,2536,44,2.64,2520,51,286,2624,210,461,2685,77,279,2848,-191,-121,2270,79,,2407,53,,4.95,-3.96,2.02,-2.27,8.0,-5.72,2.87,25.46,-6.71,-5.69,3.48,,2.2,11.35,17.57,10.39,-4.25,304,12.06,309,11.78,365,13.59,27,0.95,96,2,94,3.73,104,2,101,3.85,101,2,99,3.69,84,0,84,2.95,608,24.13,621,23.67,642,23.91,608,21.35,2064,99,,1592,,1990,,,0.0393,0.048,0.7713,27.8919,26.8919,77.13,2371,114,929,1706,1592,2146,0.6714,0.6067,0.0434,0.0481,0.7195,10.5378,9.5378,71.95,2419,103,981,1649,1546,2104,0.6391,0.5758,0.0384,0.0426,0.6817,7.6794,6.6794,68.17,2816,120,1215,1765,1645,2339,0.5842,0.5776,0.0421,0.0426,0.6268,5.9036,4.9036,62.68
GFI,Gold Fields Limited,Materials,Gold,NYSE,USD,12/31/24,3/17/80,46.2,39.53,895024000,953979073,35380,,6.8012,,28.4177,,,,8751,3567,6336,5202,1245,2665,4500,703,2068,4286,711,2067,4195,789,,,723,,7.44,68.22,40.76,15.6,23.93,4.99,15.62,2.17,16.59,,18.81,,,72.4,51.23,45.96,48.23,2374,27.13,424,8.15,138,3.07,310,7.23,121,53,67,0.77,50,21,28,0.54,62,24,38,0.84,72,13,59,1.38,69,0.79,18,0.35,64,1.42,35,0.82,15225,1779,,3221,,6553,,,0.2033,0.1168,0.2116,1.7557,0.7557,21.16,10143,860,1948,2946,2086,4776,0.2057,0.401,0.1653,0.0848,0.2904,1.8899,0.8899,29.04,8226,649,1888,1673,1024,3607,0.1245,0.2276,0.1442,0.0789,0.2034,1.7809,0.7809,20.34,7338,769,1802,1474,704,2999,0.0959,0.1643,0.1794,0.1048,0.2009,1.6912,0.6912,20.09
GFL,GFL Environmental Inc.,Industrials,Waste Management,NYSE,CAD,12/31/24,3/3/20,6.2,35.72,354894016,366707037,12677,2.6773,2.065,4.6199,-17.5339,4735,2744,-15.08,4736,2744,1431,6139,-723,1008,5569,33,1641,5194,-239,1224,4097,-484,,3132,-822,,14.43,-22.85,57.94,10.24,-11.78,7.22,0.59,26.78,-4.6,30.81,-11.81,,-26.25,30.22,16.42,29.47,23.57,125,2.64,347,5.65,-75,-1.35,331,6.37,326,,326,6.88,418,,418,6.81,394,,394,7.07,328,,328,6.31,692,14.61,751,12.23,721,12.95,561,10.8,14089,63,,5793,,8624,,,0.0133,0.0045,0.4112,2.578,1.578,41.12,21207,134,1238,10549,7602,13986,0.3585,1.2383,0.0218,0.0063,0.4974,2.9369,1.9369,49.74,14733,101,1101,6884,6783,9259,0.4604,1.218,0.0181,0.0069,0.4673,2.6915,1.6915,46.73,15186,63,1063,7436,7373,10543,0.4855,1.4195,0.0121,0.0041,0.4897,3.2707,2.2707,48.97
GFR,Greenfire Resources Ltd.,Energy,Oil & Gas Exploration & Production,NYSE,CAD,12/31/24,12/13/21,4.4,6.02,69922400,69922407,421,0.9745,0.5115,12.3824,3.4793,432,34,-35.86,432,34,130,823,121,166,500,-100,-1,767,101,144,215,527,,,0,,56.43,-47.51,7.87,64.6,14.7,-34.81,-20.0,256.74,13.17,,245.12,,,30.09,20.17,-0.2,18.77,18,4.17,57,6.93,53,10.6,125,16.3,30,,30,6.94,35,,35,4.25,34,,34,6.8,58,,58,7.56,54,12.5,59,7.17,57,11.4,60,7.82,938,31,,4,,87,,,0.0718,0.033,0.0043,1.1022,0.1022,0.43,1257,67,105,338,198,436,0.1575,0.2406,0.0814,0.0533,0.2689,1.5311,0.5311,26.89,870,81,121,289,208,355,0.2391,0.416,0.162,0.0931,0.3322,1.6893,0.6893,33.22,902,27,95,196,169,258,0.1874,0.2203,0.0352,0.0299,0.2173,1.4006,0.4006,21.73
GFS,GlobalFoundries Inc.,Technology,Semiconductors,NASDAQ,USD,12/31/24,10/28/21,4.6,85.64,549072416,552913020,47023,6.9243,6.9664,53.1333,-177.4453,6791,885,0.0,6791,885,2275,6750,-265,1504,7392,1020,2636,8108,1448,3247,6585,-250,,4851,-1350,,0.83,0.61,13.03,-8.69,-3.93,-8.83,13.8,23.13,17.86,35.75,-3.8,,-27.83,33.5,22.28,35.66,40.05,1009,14.86,1097,16.25,321,4.34,-435,-5.37,50,159,-109,-1.61,106,201,-95,-1.41,101,149,-48,-0.65,92,51,41,0.51,337,4.96,401,5.94,448,6.06,451,5.56,17141,1809,,1707,,5158,,,0.2664,0.1055,0.0996,1.4304,0.4304,9.96,16799,2192,6416,2320,128,5975,0.0076,0.019,0.3247,0.1305,0.1381,1.552,0.552,13.81,18044,2387,6327,2754,367,6893,0.0203,0.0496,0.3229,0.1323,0.1526,1.6182,0.6182,15.26,17841,2352,5800,2856,504,7881,0.0282,0.0622,0.2901,0.1318,0.1601,1.7913,0.7913,16.01
GGAL,Grupo Financiero Galicia S.A.,Financials,Banks - Regional,NASDAQ,ARS,12/31/23,7/25/00,25.8,43.55,132503208,168843004,5771,0.8249,0.6956,36.0688,3.2513,6996,160,37.37,8573861,196046,,8297,1775,,11340,1141,,16439,1155,,,,,,,,,103236.88,2.29,-26.83,21.39,-31.02,10.06,,7.03,,,,,,,,,-1228822,-14.33,3592,43.29,5392,47.55,13270,80.72,3880648,9464047,-5583399,-65.12,,,,,10255,16091,-5836,-51.46,13457,17060,-3602,-21.91,2126876,24.81,,,1902,16.77,3912,23.8,31542,6454,,2013,,26190,,,0.0008,0.2046,0.0638,5.8935,4.8935,6.38,35533,7370,,1935,-5435,28907,-0.153,-0.6551,0.8883,0.2074,0.0545,5.3627,4.3627,5.45,34577,6755,,1576,-5179,27749,-0.1498,-0.4567,0.5957,0.1954,0.0456,5.064,4.064,4.56,80147,10650,,3754,-6896,65660,-0.086,-0.4195,0.6478,0.1329,0.0468,5.5323,4.5323,4.68
GGB,Gerdau S.A.,Materials,Steel,NYSE,BRL,12/31/24,3/10/99,27.2,4.75,1286599936,2024459921,6111,0.4881,0.0912,24.5422,1.3384,12520,249,0.9,12520,249,1356,67027,4566,9387,13799,1502,2650,15955,2212,3812,14521,2871,,,459,,66.5,-81.32,1.99,385.74,6.81,-13.51,10.88,9.88,13.86,,19.77,,,10.83,14.0,19.2,23.89,203,1.62,5435,8.11,5802,42.05,6669,41.8,243,72,171,1.37,147,69,78,0.12,168,72,96,0.7,186,41,145,0.91,380,3.04,401,0.6,442,3.2,423,2.65,14917,1083,,2843,,5093,,,0.0865,0.0726,0.1906,1.5184,0.5184,19.06,86814,7768,6059,14917,1326,28641,0.0153,0.0198,0.1159,0.0895,0.1718,1.4923,0.4923,17.18,14995,602,5847,2442,1840,5135,0.1227,0.1333,0.0436,0.0401,0.1629,1.5208,0.5208,16.29,14288,479,6052,2645,2166,5324,0.1516,0.1358,0.03,0.0335,0.1851,1.5939,0.5939,18.51
GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,NYSE,USD,12/31/24,3/17/80,46.2,75.63,167132992,167133003,12640,5.6228,5.982,24.4961,26.0082,2248,516,2.25,2237,522,752,2113,486,679,2195,506,688,2143,460,641,1987,439,,1650,330,,2.07,5.87,23.33,-3.74,23.0,2.43,23.05,7.85,21.47,20.42,22.09,,20.0,33.62,32.13,31.34,29.91,638,28.52,515,24.37,466,21.23,176,8.21,3,,3,0.13,2,,2,0.09,5,,5,0.23,9,,9,0.42,480,21.46,465,22.01,432,19.68,404,18.85,3274,624,,52,,620,,,0.2789,0.1906,0.0159,1.2336,0.2336,1.59,3139,675,1497,49,-627,555,-0.1997,-0.2967,0.3195,0.215,0.0156,1.2148,0.2148,1.56,2722,538,1366,50,-488,498,-0.1793,-0.2223,0.2451,0.1976,0.0184,1.2239,0.2239,1.84,2439,339,1206,127,-213,579,-0.0873,-0.0994,0.1582,0.139,0.0521,1.3113,0.3113,5.21
GH,"Guardant Health, Inc.",Healthcare,Diagnostics,NASDAQ,USD,12/31/24,10/4/18,7.6,118.95,131170441,123888001,15603,15.889,21.1137,-37.5072,-35.7867,982,-416,39.37,982,-416,-374,739,-436,-390,563,-479,-433,449,-654,-614,374,-405,,287,-253,,25.48,32.88,-42.36,31.26,-59.0,25.39,-85.08,20.05,-145.66,30.31,-108.29,,-88.15,-38.09,-52.77,-76.91,-136.75,-233,-23.73,-274,-37.08,-345,-61.28,-386,-85.97,4,34,-30,-3.05,2,53,-51,-6.9,2,35,-32,-5.68,2,6,-3,-0.67,706,71.89,545,73.75,451,80.11,463,103.12,2014,378,,1710,,2113,,,0.3849,0.1877,0.8491,-20.3434,-21.3434,84.91,1486,526,1055,1336,811,1625,0.5458,1.0974,0.7118,0.354,0.8991,-10.6906,-11.6906,89.91,1786,1134,1347,1354,220,1628,0.1232,0.3908,2.0142,0.6349,0.7581,11.3038,10.3038,75.81,1610,142,1192,1369,1228,1550,0.7627,2.735,0.3163,0.0882,0.8503,26.8333,25.8333,85.03
GHC,Graham Holdings Company,Consumer Staples,Education,NYSE,USD,12/31/24,2/21/73,53.3,1104.69,3395990,4359990,3752,0.764,0.7831,12.8493,5.1752,4911,292,0.42,4912,292,741,4791,725,1398,4414,205,665,3924,67,504,3186,352,,2889,300,,14.57,2.53,5.94,8.54,15.13,12.49,4.64,23.16,1.71,10.28,11.05,,10.38,15.09,29.18,15.07,12.84,275,5.6,324,6.76,166,3.76,153,3.9,119,8,111,2.26,186,9,176,3.67,63,7,56,1.27,54,3,51,1.3,1110,22.6,1076,22.46,1007,22.81,921,23.47,8396,267,,1323,,3529,,,0.0544,0.0318,0.1576,1.7251,0.7251,15.76,7677,261,2099,1169,908,3347,0.1183,0.1895,0.0545,0.034,0.1523,1.773,0.773,15.23,7188,170,1849,1253,1083,3162,0.1507,0.2454,0.0385,0.0237,0.1743,1.7854,0.7854,17.43,6553,169,1679,1190,1021,2779,0.1558,0.2602,0.0431,0.0258,0.1816,1.7364,0.7364,18.16
GHM,Graham Corporation,Industrials,Specialty Industrial Machinery,NYSE,USD,3/31/24,3/17/80,46.2,94.96,10902900,10902900,1035,4.3671,5.5645,73.9286,207.0,237,14,20.54,210,12,21,186,5,12,157,0,7,122,-8,-5,97,2,,,,,24.24,12.9,5.71,18.47,2.69,28.69,0.0,25.77,-6.56,,2.06,,,10.0,6.45,4.46,-4.1,5,2.38,19,10.22,10,6.37,-5,-4.1,,,,,0,,0,0.0,0,0,0,0.0,0,0,0,0.0,37,17.62,32,17.2,23,14.65,20,16.39,264,22,,7,,145,,,0.1048,0.0833,0.0265,2.2185,1.2185,2.65,234,17,126,8,-9,128,-0.0385,-0.0484,0.0914,0.0726,0.0342,2.2075,1.2075,3.42,204,18,110,20,2,107,0.0098,0.0127,0.1146,0.0882,0.098,2.1031,1.1031,9.8,184,15,87,27,12,87,0.0652,0.0984,0.123,0.0815,0.1467,1.8969,0.8969,14.67
GHRS,GH Research PLC,Healthcare,Biotech,NASDAQ,USD,12/31/24,6/25/21,4.9,22.12,62029395,62028103,1372,,,-28.5833,-35.1795,,-48,,0,-48,-48,0,-39,-38,0,-35,-35,0,-22,-22,0,-9,,0,0,,,,,,,,,,,,,,,,,,,-44,,-42,,-33,,-26,,0,5,-5,,0,6,-6,,0,6,-5,,0,0,0,,22,,15,,11,,10,,288,246,,1,,9,,,,0.8542,0.0035,1.0323,0.0323,0.35,188,101,154,1,-100,9,-0.5319,,,0.5372,0.0053,1.0503,0.0503,0.53,226,78,164,1,-77,7,-0.3407,,,0.3451,0.0044,1.032,0.032,0.44,254,166,169,,,5,,,,0.6535,,1.0201,0.0201,
GIB,CGI Inc.,Technology,IT Services,NYSE,CAD,9/30/24,10/7/98,27.6,66.97,200222000,223593992,13409,1.156,0.9137,11.2775,7.9203,11599,1189,7.74,11390,1187,2051,14676,1693,2823,10595,1209,2027,9884,1126,1942,9674,1092,,9050,833,,14.9,-22.39,10.42,38.52,11.54,7.19,11.41,2.17,11.39,6.9,11.29,,9.2,18.01,19.24,19.13,19.65,1406,12.34,1941,13.23,1805,17.04,1571,15.89,85,32,53,0.47,61,46,15,0.1,65,30,34,0.32,66,2,64,0.65,,,0,0.0,0,0.0,164,1.66,14255,631,,3163,,6746,,,0.0554,0.0443,0.2219,1.8984,0.8984,22.19,16685,1461,3516,3308,1348,7257,0.0808,0.0919,0.0996,0.0876,0.1983,1.7697,0.7697,19.83,11709,1162,3657,2774,1611,5550,0.1376,0.1521,0.1097,0.0992,0.2369,1.9011,0.9011,23.69,11658,742,3341,3055,2312,6071,0.1983,0.2339,0.0751,0.0636,0.2621,2.0866,1.0866,26.21
GIC,Global Industrial Company,Industrials,Industrial Distribution,NYSE,USD,12/31/24,6/27/95,30.9,29.74,38361100,38361099,1141,0.8274,0.867,15.8472,18.7049,1379,72,14.32,1379,72,105,1316,61,88,1274,70,102,1166,78,108,1063,103,,,65,,7.38,4.79,5.22,3.3,4.64,9.26,5.49,9.69,6.69,,9.69,,,7.61,6.69,8.01,9.26,75,5.44,47,3.57,108,8.48,43,3.69,0,,0,0.0,0,,0,0.0,1,,1,0.08,1,,1,0.09,393,28.5,371,28.19,339,26.61,316,27.1,581,68,,104,,268,,,0.0493,0.117,0.179,1.8562,0.8562,17.9,521,45,353,83,39,240,0.0749,0.0296,0.0342,0.0864,0.1593,1.8541,0.8541,15.93,513,34,330,96,61,258,0.1189,0.0479,0.0267,0.0663,0.1871,2.0118,1.0118,18.71,455,29,326,102,74,245,0.1626,0.0635,0.0249,0.0637,0.2242,2.1667,1.1667,22.42
GIG,GigCapital7 Corp.,Financials,Financials,NASDAQ,USD,N/A,9/11/24,1.7,5.16,20000000,33365854,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1,2,,,0,,,,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIII,"G-III Apparel Group, Ltd.",Consumer Discretionary,Apparel Manufacturing,NASDAQ,USD,1/31/25,12/14/89,36.4,30.82,42189287,43883197,1300,0.4298,0.4196,8.7838,7.3864,3025,148,-9.03,3181,194,316,3098,176,307,3226,-133,-53,2766,200,348,2055,23,,0,,,14.66,2.68,6.1,-3.97,5.68,16.63,-4.12,34.6,7.23,,1.12,,,9.93,9.91,-1.64,12.58,273,8.58,562,18.14,-126,-3.91,154,5.57,19,,19,0.6,39,,39,1.26,56,,56,1.74,49,,49,1.77,970,30.49,924,29.83,833,25.82,648,23.43,2483,181,,278,,804,,,0.0569,0.0729,0.112,1.4789,0.4789,11.2,2681,508,1660,653,145,1133,0.0541,0.0468,0.164,0.1895,0.2436,1.7319,0.7319,24.36,2712,192,1653,877,686,1328,0.2529,0.2126,0.0595,0.0708,0.3234,1.9595,0.9595,32.34,2743,466,1653,705,239,1222,0.0871,0.0864,0.1685,0.1699,0.257,1.8034,0.8034,25.7
GIL,Gildan Activewear Inc.,Consumer Discretionary,Apparel Manufacturing,NYSE,USD,12/31/24,6/19/98,27.9,58.18,151200000,151200001,8797,2.4308,2.6894,22.103,21.9377,3619,398,31.28,3619,399,737,3271,401,738,3195,533,743,3240,541,720,2922,607,,,-225,,3.83,10.64,11.03,2.38,12.26,-1.39,16.68,10.88,16.7,,20.77,,,20.36,22.56,23.26,22.22,493,13.62,351,10.73,339,10.61,169,5.22,118,,118,3.26,85,,85,2.6,57,,57,1.78,28,,28,0.86,389,10.75,390,11.92,330,10.33,326,10.06,10465,284,,4628,,6903,,,0.0785,0.0271,0.4422,2.938,1.938,44.22,3715,99,1859,1653,1554,2258,0.4183,0.4751,0.0303,0.0266,0.445,2.5498,1.5498,44.5,3515,90,1688,1083,993,1557,0.2825,0.3108,0.0282,0.0256,0.3081,1.7952,0.7952,30.81,3440,150,1727,1024,874,1558,0.2541,0.2698,0.0463,0.0436,0.2977,1.8278,0.8278,29.77
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturer - General,NASDAQ,USD,12/31/24,1/22/92,34.3,134.36,1241203736,1244999901,166768,5.6645,5.7998,19.5967,347.4333,29441,8510,4.69,29442,8510,13580,28754,480,4434,27116,5665,10496,27281,4592,8852,27305,6225,,24689,123,,1.74,2.39,28.9,6.04,1.67,-0.6,20.89,-0.09,16.83,10.6,22.8,,0.5,46.12,15.42,38.71,32.45,9456,32.12,10305,35.84,7421,27.37,8344,30.59,1024,349,675,2.29,977,281,696,2.42,944,376,568,2.09,935,106,829,3.04,5708,19.39,6091,21.18,6090,22.46,5673,20.79,59023,7564,,24936,,36405,,,0.2569,0.1282,0.4225,2.6096,1.6096,42.25,58995,9991,19173,26711,16720,39749,0.2834,0.5815,0.3475,0.1694,0.4528,3.0653,2.0653,45.28,62125,6085,16085,24987,18902,39376,0.3043,0.6971,0.2244,0.0979,0.4022,2.7309,1.7309,40.22,63171,5412,14443,25230,19818,41962,0.3137,0.7264,0.1984,0.0857,0.3994,2.9785,1.9785,39.94
GILT,Gilat Satellite Networks Ltd.,Technology,Communication Equipment,NASDAQ,USD,12/31/24,3/26/93,33.2,15.73,75470948,57064399,1187,2.6319,3.8918,59.35,49.4583,451,20,75.3,452,21,49,305,24,43,266,23,41,239,-5,18,215,-3,,166,35,,12.36,48.2,4.65,14.66,7.87,11.3,8.65,11.16,-2.09,29.52,-1.4,,21.08,10.84,14.1,15.41,7.53,9,1.99,25,8.2,21,7.89,-2,-0.84,7,4,3,0.66,0,4,-3,-0.98,0,3,-3,-1.13,0,1,-1,-0.42,66,14.6,54,17.7,44,16.54,40,16.74,746,169,,8,,246,,,0.3739,0.2265,0.0107,1.492,0.492,1.07,430,119,256,9,-111,125,-0.2581,-0.3639,0.3902,0.2767,0.0209,1.4098,0.4098,2.09,427,104,241,15,-89,152,-0.2084,-0.3346,0.391,0.2436,0.0351,1.5527,0.5527,3.51,385,87,215,4,-83,141,-0.2156,-0.3473,0.364,0.226,0.0104,1.5779,0.5779,1.04
GIS,"General Mills, Inc.",Consumer Staples,Packaged Foods,NYSE,USD,5/31/24,3/17/80,46.2,33.69,547601024,547601024,18449,1.0042,0.9291,8.3329,7.3885,18371,2214,-8.37,19487,2295,3923,19857,2497,4079,20094,2593,4083,18992,2707,4163,18127,2339,,17626,0,,3.09,-1.86,11.78,-1.18,12.57,5.8,12.9,4.77,14.25,2.84,12.9,,0.0,20.13,20.54,20.32,21.92,2293,11.77,2528,12.73,2089,10.4,2747,14.46,549,25,524,2.69,498,18,479,2.41,396,14,382,1.9,383,3,379,2.0,3446,17.68,3259,16.41,3500,17.42,3147,16.57,33071,364,,15297,,23860,,,0.0187,0.011,0.4626,3.5904,2.5904,46.26,31470,418,4581,13315,12897,21821,0.4098,0.6495,0.0211,0.0133,0.4231,3.2615,2.2615,42.31,31452,586,5176,12065,11479,20752,0.365,0.5713,0.0292,0.0186,0.3836,2.9394,1.9394,38.36,31090,569,5090,11975,11406,20302,0.3669,0.6006,0.03,0.0183,0.3852,2.8819,1.8819,38.52
GKOS,Glaukos Corporation,Healthcare,Medical Devices,NYSE,USD,12/31/24,6/25/15,10.9,120.23,57140500,57140503,6870,13.5503,17.9373,-36.738,-47.0548,507,-187,35.66,507,-188,-146,383,-146,-96,314,-134,-82,282,-99,-48,294,-49,,224,-120,,9.22,32.38,-37.08,21.97,-38.12,11.35,-42.68,-4.08,-35.11,31.25,-16.67,,-53.57,-28.8,-25.07,-26.11,-17.02,-39,-7.69,-68,-17.75,-78,-24.84,-63,-22.34,5,11,-6,-1.18,10,11,-1,-0.26,13,9,4,1.27,13,2,11,3.9,332,65.48,261,68.15,224,71.34,192,68.09,893,91,,104,,237,,,0.1795,0.1019,0.1165,1.3613,0.3613,11.65,975,170,450,103,-66,208,-0.0677,-0.1723,0.4439,0.1744,0.1056,1.2712,0.2712,10.56,940,93,395,384,290,479,0.3085,0.9236,0.2962,0.0989,0.4085,2.039,1.039,40.85,1002,120,444,382,263,472,0.2625,0.9326,0.4255,0.1198,0.3812,1.8906,0.8906,38.12
GL,Globe Life Inc.,Financials,Insurance - Life,NYSE,USD,12/31/24,10/1/80,45.6,156.28,83242800,83242803,13009,2.1703,2.2515,11.205,12.1466,5994,1161,3.64,5994,1161,,5778,1071,,5447,970,,5226,894,,5121,1031,,4737,731,,4.11,3.74,19.37,6.08,18.54,4.23,17.81,2.05,17.11,8.11,20.13,,15.43,,,,,1254,20.92,1331,23.04,1433,26.31,1394,26.67,141,,141,2.35,127,,127,2.2,102,,102,1.87,90,,90,1.72,409,6.82,382,6.61,331,6.08,335,6.41,30814,145,,2625,,24839,,,0.0242,0.0047,0.0852,5.1572,4.1572,8.52,29076,165,,2740,2574,23771,0.0885,0.4455,0.0286,0.0057,0.0942,5.4809,4.4809,9.42,28051,103,,2116,2013,23565,0.0718,0.3696,0.0189,0.0037,0.0754,6.253,5.253,7.54,25987,93,,2077,1984,22037,0.0763,0.3796,0.0178,0.0036,0.0799,6.579,5.579,7.99
GLAD,Gladstone Capital Corporation,Financials,Asset Management,NASDAQ,USD,9/30/24,8/2/02,23.8,18.95,22593069,22329900,428,11.5676,4.3673,11.8889,4.5532,37,36,-75.33,58,58,,98,94,,45,42,,20,19,,86,84,,-2,-1,,4.45,-40.82,100.0,117.78,95.92,125.0,93.33,-76.74,95.0,4400.0,97.67,,50.0,,,,,-5,-8.62,3,3.06,-10,-22.22,-76,-380.0,20,87,-67,-115.52,21,93,-71,-72.45,20,83,-62,-137.78,13,54,-41,-205.0,14,24.14,14,14.29,12,26.67,10,50.0,908,32,,398,,426,,,0.5517,0.0352,0.4383,1.8838,0.8838,43.83,813,2,,325,322,334,0.3961,3.2857,0.0204,0.0025,0.3998,1.6973,0.6973,39.98,720,1,,301,300,311,0.4167,6.6667,0.0222,0.0014,0.4181,1.7604,0.7604,41.81,661,2,,339,337,346,0.5098,16.85,0.1,0.003,0.5129,2.0984,1.0984,51.29
